wind_speed,wind_direction,current_speed,current_direction,oil_spill
37.454011884736246,134.51069464801145,7.299983109899704,229.73204461398262,0
95.07143064099162,119.84835464330519,1.8451199559871156,165.34528327230953,0
73.1993941811405,63.41540850102962,3.4663969436988618,347.2194689510187,0
59.86584841970366,218.61600123653565,6.632806368578183,78.83224235432574,0
15.601864044243651,171.5846977831064,4.820893445244799,211.62830975961865,0
15.599452033620265,311.6523572366413,7.385710386348938,252.07560539648014,0
5.8083612168199465,11.55944897354097,9.612079012228596,297.2032161643374,0
86.61761457749351,231.79245391984549,1.165466877151975,146.50957095408256,0
60.11150117432088,274.66159626416203,7.095677163980609,247.29188675669334,0
70.80725777960456,273.41516490779054,2.303441556321145,109.1525296983418,0
2.0584494295802447,318.98662815438905,4.144767274075693,156.7713932502553,1
96.99098521619943,262.45214741861787,0.32862725795139824,322.4257672332237,0
83.24426408004217,334.0116221931707,1.3590738229269894,341.96673935914356,0
21.233911067827616,119.75637593552092,3.197772890488997,258.7742448938153,1
18.182496720710063,181.1553900305555,3.4198580528798495,134.7666806794266,0
18.34045098534338,5.068678781840643,8.995852164620958,295.22080439087904,0
30.42422429595377,2.5047314291848366,7.418129092665151,9.312149421151265,0
52.475643163223786,86.44558336254715,9.72182968187041,36.98852779419158,0
43.194501864211574,36.290590970070696,5.9907151033524055,238.09454509513,0
29.122914019804192,93.6760924568713,2.41713732091318,104.84948709722067,0
61.18528947223795,63.73558603022306,3.276550299216429,342.499038624172,0
13.949386065204184,10.267208941913367,3.198359232919671,156.9818203532297,1
29.214464853521815,327.3494927061778,3.2649432766325157,154.57133534010373,0
36.63618432936917,2.960327300000949,6.729641731118157,244.10862366873525,0
45.606998421703594,264.98957196135075,5.308079280904162,276.3246824302283,0
78.51759613930136,54.77323929102595,3.854241780866443,171.20114572504914,0
19.967378215835975,328.402663919856,1.490897687287166,77.04032461622069,0
51.42344384136116,321.40653825235887,0.22139162942145907,278.39111138122377,0
