wind_speed,wind_direction,humidity,pressure,storm
37.454011884736246,134.51069464801145,72.99983109899703,1013.8144568372174,0
95.07143064099162,119.84835464330519,18.451199559871156,995.9292453534193,0
73.1993941811405,63.41540850102962,34.663969436988616,1046.449852486394,0
59.86584841970366,218.61600123653565,66.32806368578183,971.8978450984238,0
15.601864044243651,171.5846977831064,48.20893445244799,1008.7856415998941,0
15.599452033620265,311.6523572366413,73.85710386348939,1020.0210014990223,0
5.8083612168199465,11.55944897354097,96.12079012228597,1032.5564489345381,0
86.61761457749351,231.79245391984549,11.654668771519749,990.6971030428007,0
60.11150117432088,274.66159626416203,70.95677163980609,1018.6921907657481,0
70.80725777960456,273.41516490779054,23.034415563211454,980.3201471384283,0
2.0584494295802447,318.98662815438905,41.44767274075692,993.547609236182,1
96.99098521619943,262.45214741861787,3.2862725795139824,1039.5627131203398,0
83.24426408004217,334.0116221931707,13.590738229269894,1044.9907609330953,0
21.233911067827616,119.75637593552092,31.977728904889968,1021.8817346927265,1
18.182496720710063,181.1553900305555,34.198580528798495,987.4351890776185,0
18.34045098534338,5.068678781840643,89.95852164620958,1032.0057789974665,0
30.42422429595377,2.5047314291848366,74.18129092665151,952.586708172542,0
52.475643163223786,86.44558336254715,97.2182968187041,960.2745910539421,0
43.194501864211574,36.290590970070696,59.90715103352405,1016.1373736375361,0
29.122914019804192,93.6760924568713,24.171373209131797,979.1248575270057,0
61.18528947223795,63.73558603022306,32.765502992164286,1045.1386218400478,0
13.949386065204184,10.267208941913367,31.983592329196707,993.6060612092305,1
29.214464853521815,327.3494927061778,32.64943276632516,992.9364820389177,0
36.63618432936917,2.960327300000949,67.29641731118157,1017.8079510190931,0
45.606998421703594,264.98957196135075,53.08079280904162,1026.756856230619,0
78.51759613930136,54.77323929102595,38.54241780866443,997.5558738125137,0
19.967378215835975,328.402663919856,14.90897687287166,971.4000901711725,0
51.42344384136116,321.40653825235887,2.2139162942145907,1027.3308642725622,0
59.24145688620425,235.40441269293265,21.88346775876926,982.0351274873627,0
4.645041271999773,242.00429392821786,10.747140396868126,967.5110769293858,0
60.75448519014384,1.9220911090878756,78.54450308522394,1013.1640189925013,0
17.052412368729154,354.5537638008967,11.249795781388539,959.0453666990351,0
6.505159298527952,316.0197372872932,72.42282373068362,1047.1352675086055,0
94.88855372533332,322.2382412628331,38.56586897760826,1013.2397264412137,0
96.56320330745594,237.3280333383139,7.337838974377597,1048.5895520921756,0
80.83973481164611,124.12329431563315,81.27300494315858,983.8893423478636,0
30.46137691733707,321.7135136725731,57.963057023661335,1047.1205161190398,0
9.767211400638388,104.94609413442925,23.576151286357305,964.5562247728624,1
68.42330265121569,202.57615560319303,89.4681174332668,954.0694772347028,0
44.01524937396013,35.903150043797666,4.525831387055145,953.2984060454603,0
12.203823484477883,331.9040268477901,20.18196081977629,996.4870370599227,0
49.51769101112702,50.6773647976368,75.2046927805861,958.3004197478595,0
3.4388521115218396,80.96285006294661,70.93779303098891,1001.2167884167602,0
90.9320402078782,200.9282969261574,28.927169372447803,982.7500503508901,0
25.87799816000169,275.0734800766734,6.202487535278312,983.5628992474116,0
66.2522284353982,222.96647013706763,85.80780722249438,1013.560899654517,1
31.171107608941096,83.56820860805622,31.369763806990257,966.309800615162,0
52.00680211778108,0.3394953098965203,19.571341492826523,1026.6553370339732,0
54.67102793432797,272.5742089106781,51.60618223609771,1008.2030919778634,0
18.485445552552704,354.67463732799376,91.02271992824473,1041.494462884751,0
96.95846277645586,291.5687233101925,4.354657784337535,986.4840653767524,0
77.51328233611146,165.67438253638153,76.58040880308877,1048.2714992067126,0
93.9498941564189,325.3562141036784,57.24732279387089,1007.5827646714023,1
89.48273504276489,147.54516232260602,42.54491165518169,1047.3401956187533,0
59.78999788110851,188.9762703276483,74.40804441050601,952.7060654047116,0
92.18742350231169,171.76671626244598,96.58244244416323,1022.7976322412388,0
8.84925020519195,161.144594159589,22.920621116269103,1031.6621524292736,0
19.59828624191452,279.0686769458061,14.364736507211962,955.3173286676488,0
4.522728891053807,189.63680661701713,91.2881745222697,1007.8969664016246,0
32.53303307632643,114.01816392907779,66.89530774573036,1030.1942293589448,0
38.8677289689482,92.9369403570522,43.798602156196594,1006.1038725223073,0
27.134903177389592,13.589034108276019,57.32595702642831,956.3813590405466,0
82.87375091519293,209.95025827789655,74.5613905176244,1019.3447240898312,0
